ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
05XS,small_airport,Johnson Memorial Airport,105,NA,US,US-AR,Wilmot,05XS,,05XS,"-91.54319763183594, 33.07929992675781"
05Y,small_airport,Henning Municipal Airport,1455,NA,US,US-MN,Henning,05Y,,05Y,"-95.43949890136719, 46.30379867553711"
06AK,small_airport,June Lake Airpark,425,NA,US,US-AK,Wasilla,06AK,,06AK,"-149.575331, 61.627619"
06AR,small_airport,Bondair Airport,499,NA,US,US-AR,Higden,06AR,,06AR,"-92.18489837646484, 35.544498443603516"
06CO,small_airport,Jecan Airport,5100,NA,US,US-CO,Branson,06CO,,06CO,"-103.69100189208984, 37.38750076293945"
06FA,small_airport,William P Gwinn Airport,28,NA,US,US-FL,Jupiter,06FA,,06FA,"-80.32890319824219, 26.90839958190918"
06FD,small_airport,Grass Roots Airpark,105,NA,US,US-FL,Mascotte,06FD,,06FD,"-81.88500213623047, 28.641700744628906"
06IA,small_airport,Rich Field,880,NA,US,US-IA,Walford,06IA,,06IA,"-91.83429718017578, 41.841400146484375"
06ID,small_airport,Larkin Airport,2750,NA,US,US-ID,Kuna,06ID,,06ID,"-116.35900115966797, 43.46269989013672"
06IL,small_airport,Humm Airport,708,NA,US,US-IL,Earlville,06IL,,06IL,"-88.86990356445312, 41.5994987487793"
06IN,small_airport,Ellis Fly-In Airport,575,NA,US,US-IN,Blackhawk,06IN,,06IN,"-87.30359649658203, 39.282798767089844"
06IS,small_airport,Sinele Strip,695,NA,US,US-IL,Nauvoo,06IS,,06IS,"-91.27429962158203, 40.5463981628418"
06MN,small_airport,Pike Field Airport,1463,NA,US,US-MN,Virginia,06MN,,06MN,"-92.41670227050001, 47.6519012451"
06MO,small_airport,Noahs Ark Airport,755,NA,US,US-MO,Waldron,06MO,,06MO,"-94.80439758300781, 39.23059844970703"
06MT,small_airport,Torgerson Airport,3541,NA,US,US-MT,Ethridge,06MT,,06MT,"-112.10900115966797, 48.55830001831055"
06N,small_airport,Randall Airport,523,NA,US,US-NY,Middletown,06N,,06N,"-74.3916015625, 41.43199920654297"
06NC,small_airport,Tailwinds Airport,163,NA,US,US-NC,St. Pauls,06NC,,06NC,"-78.9302978515625, 34.82749938964844"
06ND,small_airport,Fitterer's Strip,2180,NA,US,US-ND,Glen Ullin,06ND,,06ND,"-101.66899871826172, 46.7489013671875"
06NH,small_airport,Cole Farm Airport,160,NA,US,US-NH,Kensington,06NH,,06NH,"-70.97309875488281, 42.92839813232422"
06NV,small_airport,Silver Creek Airport,5556,NA,US,US-NV,Baker,06NV,,06NV,"-114.150277, 39.098333"
06NY,small_airport,Murphy Field,1100,NA,US,US-NY,Auburn,06NY,,06NY,"-76.44529724121094, 42.84280014038086"
06OH,small_airport,Hal Joy Airfield,1160,NA,US,US-OH,Williamsfield,06OH,,06OH,"-80.59120178222656, 41.50979995727539"
06OI,small_airport,Green Acres Airport,915,NA,US,US-OH,New Lebanon,06OI,,06OI,"-84.3822021484375, 39.734798431396484"
06OR,small_airport,Hayden Mountain Airport,850,NA,US,US-OR,Forest Grove,06OR,,06OR,"-123.08000183105469, 45.4650993347168"
06PA,small_airport,Freefall Oz Airport,1440,NA,US,US-PA,Ceres,06PA,,06PA,"-78.25810241699219, 42.008399963378906"
06R,small_airport,Grawunder Field,289,NA,US,US-TX,Bellville,06R,,06R,"-96.24610137939453, 29.9419002532959"
06SN,small_airport,Beyer Farm Airport,1340,NA,US,US-KS,Derby,06SN,,06SN,"-97.25309753417969, 37.583900451660156"
06TA,small_airport,Glaser Field,480,NA,US,US-TX,Buckholts,06TA,,06TA,"-97.11689758300781, 30.90850067138672"
06TE,small_airport,Ainsworth Airport,129,NA,US,US-TX,Cleveland,06TE,,06TE,"-95.02690124511719, 30.312700271606445"
06TN,small_airport,Hunter STOLport,640,NA,US,US-TN,Columbia,06TN,,06TN,"-86.95690155029297, 35.69729995727539"
06TX,small_airport,Diamond N Ranch Airport,215,NA,US,US-TX,Hockley,06TX,,06TX,"-95.81289672851562, 30.057600021362305"
06VA,small_airport,Mount Horeb Field,1160,NA,US,US-VA,Grottoes,06VA,,06VA,"-78.85530090332031, 38.249000549316406"
06WI,small_airport,Young Private Airport,1075,NA,US,US-WI,Frederic,06WI,,06WI,"-92.45020294189453, 45.66270065307617"
06WN,small_airport,Western Airpark,394,NA,US,US-WA,Yelm,06WN,,06WN,"-122.5530014038086, 46.92499923706055"
06XS,small_airport,Campbell Field,546,NA,US,US-TX,Aubrey,06XS,,06XS,"-97.04419708251953, 33.32469940185547"
06Y,small_airport,Herman Municipal Airport,1068,NA,US,US-MN,Herman,06Y,,06Y,"-96.16059875488281, 45.83000183105469"
07AA,small_airport,Pan Lake Strip Airport,357,NA,US,US-AK,Willow,07AA,,07AA,"-149.9549028, 61.6959639"
07AR,small_airport,Morrilton Airport,300,NA,US,US-AR,Morrilton,07AR,,07AR,"-92.80020141601562, 35.19449996948242"
07B,small_airport,Blue Hill Airport,360,NA,US,US-ME,Blue Hill,07B,,07B,"-68.5697021484375, 44.448001861572266"
07CL,small_airport,Richvale Airport,100,NA,US,US-CA,Richvale,07CL,,07CL,"-121.77100372314453, 39.49769973754883"
07CO,small_airport,Comanche Creek Airport,6620,NA,US,US-CO,Kiowa,07CO,,07CO,"-104.427001953125, 39.26359939575195"
07D,small_airport,Tackaberry Airport,764,NA,US,US-MI,Avoca,07D,,07D,"-82.72380065917969, 43.06449890136719"
07FA,small_airport,Ocean Reef Club Airport,8,NA,US,US-FL,Key Largo,07FA,OCA,07FA,"-80.274803161621, 25.325399398804"
07FD,small_airport,Flying G Ranch STOLport,90,NA,US,US-FL,Lee,07FD,,07FD,"-83.28379821777344, 30.417999267578125"
07GA,small_airport,Alcovy Airport,750,NA,US,US-GA,Covington,07GA,,07GA,"-83.76309967041016, 33.67499923706055"
07ID,small_airport,Interstate Airport,4580,NA,US,US-ID,Malta,07ID,,07ID,"-113.30500030517578, 42.2781982421875"
07IN,small_airport,Gray Airport,750,NA,US,US-IN,Boggstown,07IN,,07IN,"-85.91390228271484, 39.573699951171875"
07K,small_airport,Central City Municipal - Larry Reineke Field,1717,NA,US,US-NE,Central City,07K,,07K,"-98.0516967773, 41.1125984192"
07KS,small_airport,Heape Field,1321,NA,US,US-KS,Augusta,07KS,,07KS,"-96.93669891357422, 37.73419952392578"
07KY,small_airport,Blue Lick Airport,532,NA,US,US-KY,Louisville,07KY,,07KY,"-85.69329833984375, 38.08060073852539"
07MD,small_airport,Baugher's Orchard Airport,700,NA,US,US-MD,Westminster,07MD,,07MD,"-77.0519027709961, 39.608299255371094"
07MI,small_airport,Scott Airstrip,1065,NA,US,US-MI,Lake,07MI,,07MI,"-85.0239028930664, 43.864200592041016"
07MN,small_airport,Dairyview Airport,1680,NA,US,US-MN,Hadley,07MN,,07MN,"-95.90950012207031, 44.05500030517578"
07MO,small_airport,Lake Sexton Airport,880,NA,US,US-MO,Warrensburg,07MO,,07MO,"-93.61689758300781, 38.650001525878906"
07MT,small_airport,Glasgow Industrial Airport,2762,NA,US,US-MT,Glasgow,07MT,,07MT,"-106.52799987792969, 48.42110061645508"
07N,small_airport,Bermudian Valley Airpark,470,NA,US,US-PA,Kralltown,07N,,07N,"-77.00389862060547, 40.01679992675781"
07NC,small_airport,Hawks Meadow Airport,625,NA,US,US-NC,Waxhaw,07NC,,07NC,"-80.7511978149414, 34.83319854736328"
07NV,small_airport,Border Line Farm Airport,5120,NA,US,US-NV,Baker,07NV,,07NV,"-114.053472, 39.102239"
07OK,small_airport,Pleasant Valley Airport,1322,NA,US,US-OK,Snyder,07OK,,07OK,"-99.03369903564453, 34.633399963378906"
07OR,small_airport,Bruce's Airport,250,NA,US,US-OR,Milwaukie,07OR,,07OR,"-122.62000274658203, 45.42179870605469"
07PN,small_airport,Folmar Airport,1690,NA,US,US-PA,Grassflat,07PN,,07PN,"-78.125278, 40.998889"
07SN,small_airport,Churchill Airport,1965,NA,US,US-KS,Phillipsburg,07SN,,07SN,"-99.36009979248047, 39.77280044555664"
07TA,small_airport,Salaika Aviation Airport,30,NA,US,US-TX,Danbury,07TA,,07TA,"-95.3447036743164, 29.24049949645996"
07TE,small_airport,Cuddihy Field,39,NA,US,US-TX,Corpus Christi,07TE,,07TE,"-97.51280212402344, 27.721099853515625"
07TN,small_airport,Corntassel Airport,970,NA,US,US-TN,Vonore,07TN,,07TN,"-84.24109649658203, 35.568599700927734"
07TS,small_airport,Cross-Country Estates Airport,690,NA,US,US-TX,Georgetown,07TS,,07TS,"-97.57279968261719, 30.625"
07UT,small_airport,ATK/Thiokol Airport,4480,NA,US,US-UT,Howell,07UT,,07UT,"-112.4472222, 41.7166667"
07VA,small_airport,Alpha Hotel Airport,350,NA,US,US-VA,Clover,07VA,,07VA,"-78.78309631347656, 36.81959915161133"
07VT,small_airport,Meadow STOLport,801,NA,US,US-VT,Jericho,07VT,,07VT,"-72.91470336914062, 44.447200775146484"
07WI,small_airport,Bartell Strip,990,NA,US,US-WI,Genessee Depot,07WI,,07WI,"-88.3915023803711, 42.965301513671875"
07Y,small_airport,Hill City-Quadna Mountain Airport,1289,NA,US,US-MN,Hill City,07Y,,07Y,"-93.5969009399414, 46.955501556396484"
08AK,small_airport,Fisher Airport,200,NA,US,US-AK,Big Lake,08AK,,08AK,"-149.724439, 61.569639"
08B,small_airport,Merrymeeting Field,65,NA,US,US-ME,Bowdoinham,08B,,08B,"-69.88710021972656, 44"
08CL,small_airport,Kistler Ranch Airport,1025,NA,US,US-CA,Jamestown,08CL,,08CL,"-120.55400085449219, 37.85960006713867"
08CO,small_airport,Terra Firma Airport,5600,NA,US,US-CO,Rush,08CO,,08CO,"-104.04100036621094, 38.73249816894531"
08F,small_airport,City of Coalgate Airport,615,NA,US,US-OK,Coalgate,08F,,08F,"-96.23310089111328, 34.53179931640625"
08FA,small_airport,Duda Airstrip,35,NA,US,US-FL,La Belle,08FA,,08FA,"-81.48370361328125, 26.57979965209961"
08FD,small_airport,Sunniland Ranch Airport,65,NA,US,US-FL,Okeechobee,08FD,,08FD,"-80.77279663085938, 27.363100051879883"
08FL,small_airport,J. H. Hendrie Farms Airport,103,NA,US,US-FL,Lake Placid,08FL,,08FL,"-81.32869720458984, 27.08449935913086"
08GA,small_airport,Sapelo Island Airport,12,NA,US,US-GA,Darien,08GA,,08GA,"-81.28589630126953, 31.425800323486328"
08ID,small_airport,Symms Airport,2680,NA,US,US-ID,Marsing,08ID,,08ID,"-116.7770004272461, 43.56930160522461"
08IL,small_airport,Harms Airstrip,643,NA,US,US-IL,Tampico,08IL,,08IL,"-89.79399871826172, 41.57699966430664"
08IS,small_airport,Hemmer RLA Restricted Landing Area,400,NA,US,US-IL,Du Quoin,08IS,,08IS,"-89.20290374759999, 37.977798461899994"
08KS,small_airport,Alderson Airport,1250,NA,US,US-KS,Bennington,08KS,,08KS,"-97.58000183105469, 39.034698486328125"
08KY,small_airport,Boss Airport,820,NA,US,US-KY,Burnside,08KY,,08KY,"-84.6260986328125, 36.972599029541016"
08LL,small_airport,Sauer Airport,665,NA,US,US-IL,Dwight,08LL,,08LL,"-88.48919677734375, 41.07529830932617"
08LS,small_airport,Aeleron Airport,51,NA,US,US-LA,Grand Coteau,08LS,,08LS,"-92.02359771728516, 30.403600692749023"
08MA,small_airport,Wormid Airport,360,NA,US,US-MA,Southborough,08MA,,08MA,"-71.49620056152344, 42.29399871826172"
08ME,small_airport,Lindbergh Airport,554,NA,US,US-ME,Avon,08ME,,08ME,"-70.34529876708984, 44.81420135498047"
08MO,small_airport,Twin Oaks Airport,955,NA,US,US-MO,Jasper,08MO,,08MO,"-94.28379821777344, 37.395599365234375"
08MS,small_airport,Williams Field,345,NA,US,US-MS,Coldwater,08MS,,08MS,"-89.86830139, 34.66220093"
08MT,small_airport,Clark Airport,3450,NA,US,US-MT,Grassrange,08MT,,08MT,"-108.81700134277344, 47.063899993896484"
08N,small_airport,Keller Brothers Airport,550,NA,US,US-PA,Lebanon,08N,,08N,"-76.32879638671875, 40.29180145263672"
08NC,small_airport,Whiteheart Farm Airport,750,NA,US,US-NC,Lewisville,08NC,,08NC,"-80.4655990600586, 36.06760025024414"
08ND,small_airport,Brecht Strip,1990,NA,US,US-ND,Golden Valley,08ND,,08ND,"-102.0979995727539, 47.32310104370117"
08NE,small_airport,Laurel Municipal Airport,1467,NA,US,US-NE,Laurel,08NE,,08NE,"-97.07949829101562, 42.43170166015625"
08NY,small_airport,Md1 Airport,650,NA,US,US-NY,Middletown,08NY,,08NY,"-74.50559997558594, 41.368099212646484"
08OH,small_airport,Kenley Airport,1230,NA,US,US-OH,Hartford,08OH,,08OH,"-80.5636978149414, 41.29169845581055"
08OK,small_airport,Parks Airport,635,NA,US,US-OK,Wilburton,08OK,,08OK,"-95.25830078125, 34.93149948120117"
08OR,small_airport,Saxon Sycan Airport,4990,NA,US,US-OR,Silver Lake,08OR,,08OR,"-121.11699676513672, 42.839298248291016"
08R,small_airport,Richmond Airport,130,NA,US,US-RI,West Kingston,08R,,08R,"-71.62059783935547, 41.489498138427734"
08TE,small_airport,B. J. Mc Combs Sisterdale Airport,1447,NA,US,US-TX,Comfort,08TE,,08TE,"-98.743598938, 29.9759998322"
08TX,small_airport,Cross Wind Airport,1040,NA,US,US-TX,Weatherford,08TX,,08TX,"-97.74749755859375, 32.85820007324219"
08U,small_airport,Stevens-Crosby Airport,6397,NA,US,US-NV,North Fork,08U,,08U,"-115.86000061035156, 41.51570129394531"
08VA,small_airport,Springwood Airstrip,1000,NA,US,US-VA,Buchanan,08VA,,08VA,"-79.74980163574219, 37.55400085449219"
08XA,small_airport,Knolle Ranch Airport,280,NA,US,US-TX,Snook,08XA,,08XA,"-96.504031, 30.479253"
08XS,small_airport,Peterson Airport,45,NA,US,US-TX,Old Ocean,08XS,,08XS,"-95.77749633789062, 29.10810089111328"
09AK,small_airport,West Beaver Airport,228,NA,US,US-AK,Big Lake,09AK,,09AK,"-149.847333, 61.589361"
09AZ,small_airport,Stronghold Airport,4970,NA,US,US-AZ,St David,09AZ,,09AZ,"-110.03800201416016, 31.92530059814453"
09CL,small_airport,Alta Sierra Airport,2275,NA,US,US-CA,Grass Valley,09CL,,09CL,"-121.05699920654297, 39.113800048828125"
09CO,small_airport,Cottonwood Field,4180,NA,US,US-CO,Swink,09CO,,09CO,"-103.65299987792969, 38.055599212646484"
09FA,small_airport,Placid Lakes Airport,130,NA,US,US-FL,Lake Placid,09FA,,09FA,"-81.41310119628906, 27.2455997467041"
09FD,small_airport,Cheryl-Lane Landings Airport,71,NA,US,US-FL,Bushnell,09FD,,09FD,"-82.0873031616211, 28.671100616455078"
09FL,small_airport,Sunnybreeze Airport,60,NA,US,US-FL,Arcadia,09FL,,09FL,"-81.97059631347656, 27.055599212646484"
09GA,small_airport,Sunbelt Strip,230,NA,US,US-GA,Moultrie,09GA,,09GA,"-83.68409729003906, 31.111299514770508"
09IA,small_airport,Skydive Iowa Airport,820,NA,US,US-IA,Brooklyn,09IA,,09IA,"-92.4093017578125, 41.74580001831055"
09ID,small_airport,Taylor Ranch Landing Area Airport,3835,NA,US,US-ID,Moscow,09ID,,09ID,"-114.8550033569336, 45.10390090942383"
09II,small_airport,Gibbons Field,880,NA,US,US-IN,Valeene,09II,,09II,"-86.44499969482422, 38.44729995727539"
09IN,small_airport,Gordon Airport,850,NA,US,US-IN,Columbia City,09IN,,09IN,"-85.42500305175781, 41.12089920043945"
09KS,small_airport,Coffman Airport,970,NA,US,US-KS,Wellsville,09KS,,09KS,"-95.13829803466797, 38.707000732421875"
09LL,small_airport,Pine Hill Airport,1000,NA,US,US-IL,Capron,09LL,,09LL,"-88.74320220947266, 42.468101501464844"
09MA,small_airport,Kallander Field,403,NA,US,US-MA,Southborough,09MA,,09MA,"-71.50589752197266, 42.304298400878906"
09ME,small_airport,Perrotti Skyranch Airfield,260,NA,US,US-ME,Berwick,09ME,,09ME,"-70.85469818115234, 43.34080123901367"
09MN,small_airport,W Johnson Field,1060,NA,US,US-MN,Hazel Run,09MN,,09MN,"-95.6635971069336, 44.779998779296875"
09MO,small_airport,Hogue Farm Airport,1210,NA,US,US-MO,Willard,09MO,,09MO,"-93.36329650878906, 37.37839889526367"
09N,small_airport,Airhaven Airport,450,NA,US,US-NY,Staatsburg,09N,,09N,"-73.8759994506836, 41.83259963989258"
09NC,small_airport,William Irving Lewis Airport,310,NA,US,US-NC,Broadway,09NC,,09NC,"-79.02999877929688, 35.32929992675781"
09NE,small_airport,Summer Hill Farm Airport,1250,NA,US,US-NE,Bennington,09NE,,09NE,"-96.193603515625, 41.33330154418945"
09NR,small_airport,Dakota Air Ranch Airport,561,NA,US,US-NC,Ramseur,09NR,,09NR,"-79.650311, 35.650122"
09OK,small_airport,Ragtime Aerodrome,700,NA,US,US-OK,Collinsville,09OK,,09OK,"-95.86389923095703, 36.35449981689453"
09PA,small_airport,Eagle Field,1780,NA,US,US-PA,Port Matilda,09PA,,09PA,"-77.98809814453125, 40.82699966430664"
09S,small_airport,Sullivan Lake State Airport,2614,NA,US,US-WA,Metaline Falls,09S,,09S,"-117.28399658203125, 48.84090042114258"
09TA,small_airport,Lazy G Bar Ranch Airport,923,NA,US,US-TX,Decatur,,,09T,"-97.497002, 33.282101"
09TE,small_airport,Running M Ranch Airport,787,NA,US,US-TX,Glen Rose,09TE,,09TE,"-97.86699676513672, 32.26679992675781"
09TS,small_airport,Pitcock Rosillos Mountain Ranch Airport,3100,NA,US,US-TX,Marathon,09TS,,09TS,"-103.16500091552734, 29.48240089416504"
09TX,small_airport,Smokey Mtn Ranch Airport,2522,NA,US,US-TX,Sheffield,09TX,,09TX,"-102.02400207519531, 30.739099502563477"
09VA,small_airport,Alum Ridge STOLport,2375,NA,US,US-VA,Floyd,09VA,,09VA,"-80.493896484375, 36.97650146484375"
09WI,small_airport,Parkway Farm Strip,705,NA,US,US-WI,Holmen,09WI,,09WI,"-91.30760192871094, 44.00360107421875"
0AA7,small_airport,Kalifonsky Meadows Airport,65,NA,US,US-AK,Kenai,0AA7,,0AA7,"-151.2352525, 60.491537"
0AK,small_airport,Pilot Station Airport,305,NA,US,US-AK,Pilot Station,,PQS,0AK,"-162.899994, 61.934601"
0AK0,small_airport,Scotts Airport,800,NA,US,US-AK,North Pole,0AK0,,0AK0,"-146.86199951171875, 64.39250183105469"
0AK1,small_airport,Anderson Lake Airport,463,NA,US,US-AK,Wasilla,0AK1,,0AK1,"-149.32200622558594, 61.61690139770508"
0AK2,small_airport,Yentna Bend Strip,81,NA,US,US-AK,Willow,0AK2,,0AK2,"-150.678611, 61.725556"
0AK3,small_airport,Parker Lake Airport,250,NA,US,US-AK,Montana Creek,0AK3,,0AK3,"-150.49400329589844, 62.0359001159668"
0AK5,small_airport,Young Creek Airport,1580,NA,US,US-AK,May Creek,0AK5,,0AK5,"-142.73300170898438, 61.35649871826172"
0AK6,small_airport,Victory Airport,1800,NA,US,US-AK,Victory Bible Camp,0AK6,,0AK6,"-147.94400024414062, 61.80339813232422"
0AK7,small_airport,Bradley Lake Hydroelectri Project Airstrip,18,NA,US,US-AK,Homer,0AK7,,0AK7,"-150.95899963378906, 59.776100158691406"
0AK9,small_airport,Falcon Lake Strip,110,NA,US,US-AK,Point Mackenzie,0AK9,,0AK9,"-150.0590057373047, 61.33259963989258"
0AL1,small_airport,Resort Airport,97,NA,US,US-AL,Foley,0AL1,,0AL1,"-87.65689849853516, 30.443899154663086"
0AL5,small_airport,Flomaton Airport,247,NA,US,US-AL,Flomaton,0AL5,,0AL5,"-87.25279998779297, 31.03219985961914"
0AL9,small_airport,Wilson Creek Airport,590,NA,US,US-AL,Florence,0AL9,,0AL9,"-87.63249969482422, 34.849998474121094"
0AR1,small_airport,Hooterville South Airport,370,NA,US,US-AR,Centerville,0AR1,,0AR1,"-93.2020034790039, 35.09469985961914"
0AR2,small_airport,Mission Field-Marotti Memorial Airport,217,NA,US,US-AR,Crawfordsville,0AR2,,0AR2,"-90.35009765625, 35.26679992675781"
0AR3,small_airport,Taylor's Air Strip,2160,NA,US,US-AR,Deer,0AR3,,0AR3,"-93.26100158691406, 35.89899826049805"
0AR7,small_airport,Yancopin Airport,150,NA,US,US-AR,Watson,0AR7,,0AR7,"-91.18119812011719, 33.95009994506836"
0AZ1,small_airport,Taylor Field,2130,NA,US,US-AZ,Marana,0AZ1,,0AZ1,"-111.3239974975586, 32.300899505615234"
0AZ2,small_airport,Western Sky Airport,1930,NA,US,US-AZ,Salome,0AZ2,,0AZ2,"-113.64199829101562, 33.778099060058594"
0AZ4,small_airport,Flying Bucket Ranch Airport,1505,NA,US,US-AZ,Mobile,0AZ4,,0AZ4,"-112.28700256347656, 32.9822998046875"
0AZ5,small_airport,Castle Well Airport,2080,NA,US,US-AZ,Morristown,0AZ5,,0AZ5,"-112.60299682617188, 33.86589813232422"
0B2,small_airport,Brewer Airport,124,NA,US,US-ME,Brewer,0B2,,0B2,"-68.7677993774414, 44.76369857788086"
0B7,small_airport,Warren-Sugarbush Airport,1470,NA,US,US-VT,Warren,0B7,,0B7,"-72.8271026611, 44.1166992188"
0C1,small_airport,Triple R Airport,1000,NA,US,US-MO,Dearborn,0C1,,0C1,"-94.78050231933594, 39.48780059814453"
0C2,small_airport,Hinckley Airport,760,NA,US,US-IL,Hinckley,0C2,,0C2,"-88.70339965820312, 41.77090072631836"
0C5,small_airport,Canadian Lakes Airport,960,NA,US,US-MI,Mecosta,0C5,,0C5,"-85.28060150146484, 43.57640075683594"
0C7,small_airport,Grandpas' Farm Mendota Airport,727,NA,US,US-IL,Mendota,0C7,,0C7,"-89.13259887695312, 41.52199935913086"
0C8,small_airport,Cushing Field Ltd Airport,640,NA,US,US-IL,Newark,0C8,,0C8,"-88.60559844970703, 41.519500732421875"
0CA3,small_airport,Crawford Airport,570,NA,US,US-CA,Santa Ynez,0CA3,,0CA3,"-120.01300048828125, 34.587501525878906"
0CA4,small_airport,Shepherd Ranch Airport,660,NA,US,US-CA,Santa Ynez,0CA4,,0CA4,"-120.06500244140625, 34.62220001220703"
0CA5,small_airport,Hoffman Private Airport,3100,NA,US,US-CA,Santa Ysabel,0CA5,,0CA5,"-116.74500274658203, 33.14310073852539"
0CA6,small_airport,Emory Ranch Airport,480,NA,US,US-CA,Ocotillo,0CA6,,0CA6,"-116.0161111, 32.7494444"
0CA8,small_airport,Ward Ranch Airport,2500,NA,US,US-CA,Aguanga,0CA8,,0CA8,"-116.843002319, 33.4277992249"
0CA9,small_airport,Blech Ranch Airport,1140,NA,US,US-CA,Shandon,0CA9,,0CA9,"-120.338996887, 35.5950012207"
0CD2,small_airport,Foxx Valley Airport,5800,NA,US,US-CO,Yoder,0CD2,,0CD2,"-104.23400116, 38.652500152600005"
0CD5,small_airport,Pinon Canyon Airport,5686,NA,US,US-CO,Trinidad,0CD5,,0CD5,"-104.143997192, 37.490501403799996"
0CD7,small_airport,Fox Hole Airport,5135,NA,US,US-CO,Lafayette,0CD7,,0CD7,"-105.071998596, 40.004699707"
0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,500,NA,US,US-CA,Raymond,0CL0,,0CL0,"-119.913002014, 37.11800003049999"
0CL1,small_airport,Krey Field Airport,3042,NA,US,US-CA,Adelanto,0CL1,,0CL1,"-117.555999756, 34.5694007874"
0CL3,small_airport,John Nichol's Field Airport,490,NA,US,US-CA,Chula Vista,0CL3,,0CL3,"-116.892997742, 32.633098602299995"
0CL6,small_airport,Bohunk's Airpark,2410,NA,US,US-CA,Lancaster,0CL6,,0CL6,"-118.282997131, 34.694698333699996"
0CL8,small_airport,Tera Ultralightport,2510,NA,US,US-CA,Ridgecrest,0CL8,,0CL8,"-117.634002686, 35.5913009644"
