name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Lucerne Valley 040,31365,Valid,L6,5.21,Found,2004,34.4921,-116.94308,"(34.492100, -116.943080)"
Lucerne Valley 041,31366,Valid,L6,0.84,Found,2004,34.48975,-116.94277,"(34.489750, -116.942770)"
Lucerne Valley 042,31367,Valid,L6,2.17,Found,2004,34.48595,-116.9637,"(34.485950, -116.963700)"
Lucerne Valley 043,31368,Valid,L4,1.75,Found,2004,34.48457,-116.96255,"(34.484570, -116.962550)"
Lucerne Valley 044,31369,Valid,L6,106.22,Found,2004,34.48413,-116.96083,"(34.484130, -116.960830)"
Lucerne Valley 045,31370,Valid,L6,38.56,Found,2004,34.487,-116.96512,"(34.487000, -116.965120)"
Lucerne Valley 046,31371,Valid,L6,10.32,Found,2004,34.48742,-116.9735,"(34.487420, -116.973500)"
Lucerne Valley 047,31372,Valid,L6,30.43,Found,2004,34.48613,-116.9739,"(34.486130, -116.973900)"
Lucerne Valley 048,31373,Valid,H4,2.29,Found,2004,34.48667,-116.95833,"(34.486670, -116.958330)"
Lucerne Valley 049,30748,Valid,L6,9.2,Found,2004,34.48472,-116.96107,"(34.484720, -116.961070)"
Lucerne Valley 050,32766,Valid,H4,6.85,Found,2005,34.48728,-116.95833,"(34.487280, -116.958330)"
Lucerne Valley 051,44718,Valid,L5,6,Found,2003,34.525,-116.95333,"(34.525000, -116.953330)"
Lucerne Valley 057,45967,Valid,L6,13.15,Found,2005,34.486,-116.97275,"(34.486000, -116.972750)"
Lucerne Valley 058,45968,Valid,L6,0.85,Found,2006,34.51092,-116.93962,"(34.510920, -116.939620)"
Lucerne Valley 089,52460,Valid,L5,2.6,Found,2007,34.48972,-116.98128,"(34.489720, -116.981280)"
Lucerne Valley 090,52461,Valid,L5,30.7,Found,2007,34.48823,-116.97797,"(34.488230, -116.977970)"
Lucerne Valley 091,52462,Valid,H4,12.7,Found,2007,34.48075,-116.9788,"(34.480750, -116.978800)"
Lucerne Valley 092,52463,Valid,H5,0.6,Found,2007,34.48148,-116.95325,"(34.481480, -116.953250)"
Lucerne Valley 093,52464,Valid,L6,3.93,Found,2007,34.4887,-116.9788,"(34.488700, -116.978800)"
Lucerne Valley 094,52526,Valid,CK5,3.5,Found,2008,34.48712,-116.96147,"(34.487120, -116.961470)"
Lucerne Valley 095,52527,Valid,CK5,1.1,Found,2008,34.48657,-116.9592,"(34.486570, -116.959200)"
Lucerne Valley 096,52528,Valid,L5,7.3,Found,2008,34.48662,-116.9564,"(34.486620, -116.956400)"
Lucerne Valley 097,52529,Valid,CK4,6.5,Found,2008,34.48565,-116.95673,"(34.485650, -116.956730)"
Lucerne Valley 098,52530,Valid,CK4,1.5,Found,2008,34.48703,-116.95595,"(34.487030, -116.955950)"
Lucerne Valley 099,52531,Valid,CK5,3.2,Found,2008,34.48733,-116.96055,"(34.487330, -116.960550)"
Lucerne Valley 100,52532,Valid,CK5,0.8,Found,2008,34.48738,-116.96065,"(34.487380, -116.960650)"
Lucerne Valley 101,52533,Valid,CK4,4,Found,2008,34.48598,-116.95593,"(34.485980, -116.955930)"
Lucerne Valley 120,52465,Valid,L6,43.1,Found,2010,34.48388,-116.9501,"(34.483880, -116.950100)"
Lueders,14750,Valid,"Iron, IAB-MG",35400,Found,1973,32.83611,-99.60417,"(32.836110, -99.604170)"
Luis Lopez,14751,Valid,"Iron, IIIAB",7000,Found,1896,34,-106.96667,"(34.000000, -106.966670)"
Lunar Dry Lake,30749,Valid,L5,32.5,Found,2003,38.39918,-115.9967,"(38.399180, -115.996700)"
Luray,14758,Valid,OC,861,Found,1976,39.11667,-98.68333,"(39.116670, -98.683330)"
Lushton,14760,Valid,L6,6700,Found,1914,40.74972,-97.74972,"(40.749720, -97.749720)"
Lusk,14761,Valid,Iron,46,Found,1940,42.76667,-104.35,"(42.766670, -104.350000)"
Macy,15378,Valid,L6,42000,Found,1984,34.21667,-103.91667,"(34.216670, -103.916670)"
Madoc,15381,Valid,"Iron, IIIAB",168000,Found,1854,44.5,-77.46667,"(44.500000, -77.466670)"
Majuba,30752,Valid,L5,370,Found,1999,40.6265,-118.41033,"(40.626500, -118.410330)"
Majuba 002,30753,Valid,H4,2420,Found,2003,40.62832,-118.4167,"(40.628320, -118.416700)"
Majuba 003,30754,Valid,H4,1306,Found,2003,40.63078,-118.40918,"(40.630780, -118.409180)"
Majuba 007,54684,Valid,H4,1823.3,Found,2007,40.61667,-118.38472,"(40.616670, -118.384720)"
Mandalay Spring,57454,Valid,L6,2854,Found,2012,40.89201,-118.55319,"(40.892010, -118.553190)"
Mangum,55331,Valid,H4,750,Found,2008,34.849,-99.704,"(34.849000, -99.704000)"
Manitouwabing,15406,Valid,"Iron, IIIAB",39000,Found,1962,45.44,-79.87556,"(45.440000, -79.875560)"
Mapleton,15410,Valid,"Iron, IIIAB",49000,Found,1939,42.18333,-95.71667,"(42.183330, -95.716670)"
Marengo,15415,Valid,L6,68,Found,1991,42.29111,-88.62556,"(42.291110, -88.625560)"
Maricopa,15420,Valid,H,50,Found,1980,33.25,-112.05,"(33.250000, -112.050000)"
Marion (Kansas),15425,Valid,L5,2890,Found,1955,38.36667,-97.03333,"(38.366670, -97.033330)"
Marlow,15428,Valid,L5,68000,Found,1936,34.6,-97.91667,"(34.600000, -97.916670)"
Marshall County,15433,Valid,"Iron, IIIAB",6800,Found,1860,37,-88.25,"(37.000000, -88.250000)"
Marsland,15434,Valid,H5,6850,Found,1933,42.45,-103.3,"(42.450000, -103.300000)"
Mart,15435,Valid,"Iron, IVA",7140,Found,1898,31.5,-96.88333,"(31.500000, -96.883330)"
Mayday,15448,Valid,H4,6900,Found,1955,39.47444,-96.925,"(39.474440, -96.925000)"
Mayfield,15450,Valid,H4,38400,Found,1972,37.30833,-97.545,"(37.308330, -97.545000)"
Mayodan,15452,Valid,"Iron, IIAB",15400,Found,1920,36.38333,-79.86667,"(36.383330, -79.866670)"
McAddo,15457,Valid,L6,1100,Found,1935,33.75,-100.93333,"(33.750000, -100.933330)"
McCook,15459,Valid,L6,3602,Found,1965,40.02,-100.78333,"(40.020000, -100.783330)"
McCracken,15460,Valid,H4/5,1530,Found,1980,38.525,-99.81,"(38.525000, -99.810000)"
McKenzie Draw (a),15461,Valid,H4,11800,Found,1989,32.925,-102.625,"(32.925000, -102.625000)"
McKenzie Draw (b),15462,Valid,H4,2990,Found,1989,32.925,-102.625,"(32.925000, -102.625000)"
McKinney,15463,Valid,L4,150000,Found,1870,33.18333,-96.71667,"(33.183330, -96.716670)"
McLean,15464,Valid,H6,4300,Found,1939,35.23333,-100.6,"(35.233330, -100.600000)"
Meadow (a),15465,Valid,H5,1495,Found,1975,33.33139,-102.26889,"(33.331390, -102.268890)"
Meadow (b),15466,Valid,L6,691,Found,1981,33.33139,-102.26889,"(33.331390, -102.268890)"
Melrose (a),15475,Valid,L5,36400,Found,1933,34.38333,-103.61667,"(34.383330, -103.616670)"
Melrose (b),15476,Valid,Howardite,50.5,Found,1971,34.39833,-103.605,"(34.398330, -103.605000)"
Melvern Lake,15477,Valid,H5,7746,Found,1950,38.525,-95.78056,"(38.525000, -95.780560)"
Mereta,15488,Valid,H4,1417.5,Found,1941,31.42611,-100.13333,"(31.426110, -100.133330)"
Mertzon,15490,Valid,"Iron, IAB-ung",3720,Found,1943,31.26667,-100.83333,"(31.266670, -100.833330)"
Mesa Verde Park,15494,Valid,"Iron, IAB-ung",3500,Found,1922,37.16667,-108.5,"(37.166670, -108.500000)"
Miami,16630,Valid,H5,57700,Found,1930,35.66667,-100.6,"(35.666670, -100.600000)"
Midland,16633,Valid,Iron,34,Found,1960,44.75,-79.88333,"(44.750000, -79.883330)"
Millen,16644,Valid,H4,40800,Found,1975,32.83528,-81.87389,"(32.835280, -81.873890)"
Miller (Kansas),16646,Valid,H4,970,Found,1950,38.625,-96.02278,"(38.625000, -96.022780)"
Mills,16687,Valid,H6,88000,Found,1970,36.23,-104.11889,"(36.230000, -104.118890)"
Milnesand (stone),16690,Valid,L6,34,Found,1981,33.63333,-103.33333,"(33.633330, -103.333330)"
Milton,16691,Valid,"Pallasite, ungrouped",2040,Found,2000,40.2875,-95.37667,"(40.287500, -95.376670)"
Mincy,16694,Valid,Mesosiderite-B4,89400,Found,1857,36.55,-93.1,"(36.550000, -93.100000)"
Mission,16704,Valid,L,12000,Found,1949,43.31667,-100.76667,"(43.316670, -100.766670)"
Moapa Valley,48952,Valid,CM1,698.8,Found,2004,36.55722,-114.42694,"(36.557220, -114.426940)"
Moctezuma,16710,Valid,"Iron, IAB-sLL",1700,Found,1889,29.8,-109.66667,"(29.800000, -109.666670)"
Modoc (1948),16712,Valid,H6,1800,Found,1948,38.5,-101.1,"(38.500000, -101.100000)"
Mohawk,34059,Valid,"Iron, IAB complex",586,Found,2000,32.73,-113.71,"(32.730000, -113.710000)"
Monahans (1938),16718,Valid,"Iron, IIF",27900,Found,1938,31.48333,-102.88333,"(31.483330, -102.883330)"
Monticello,16728,Valid,Howardite,210,Found,1982,36.95,-84.9,"(36.950000, -84.900000)"
Monument Draw,16732,Valid,Acapulcoite,524.5,Found,1985,32.50333,-102.74333,"(32.503330, -102.743330)"
Moriarty,16744,Valid,L,330,Found,1975,34.98333,-106.05,"(34.983330, -106.050000)"
Morito,16745,Valid,"Iron, IIIAB",10100000,Found,1600,27.05,-105.43333,"(27.050000, -105.433330)"
Morland,16746,Valid,H6,295000,Found,1890,39.33333,-100.06667,"(39.333330, -100.066670)"
Morrill,16749,Valid,"Iron, IAB-an",1387,Found,1920,42.18333,-103.93333,"(42.183330, -103.933330)"
Morristown,16750,Valid,Mesosiderite-A3,16300,Found,1887,36.2,-83.38333,"(36.200000, -83.383330)"
Morrow County,51707,Valid,L6,18200,Found,1999,45.5,-119.5,"(45.500000, -119.500000)"
Morton,16753,Valid,H6,6400,Found,1980,33.71667,-102.76667,"(33.716670, -102.766670)"
Mosca,16755,Valid,L6,6220,Found,1942,37.63333,-105.83333,"(37.633330, -105.833330)"
Mosquero,16757,Valid,H4,1800,Found,1963,35.75,-103.93333,"(35.750000, -103.933330)"
Mount Joy,16779,Valid,"Iron, IIAB",384000,Found,1887,39.78333,-77.21667,"(39.783330, -77.216670)"
Mount Morris (New York),16782,Valid,H,12.5,Found,1897,42.7,-77.88333,"(42.700000, -77.883330)"
Mount Morris (Wisconsin),16783,Valid,"Iron, IAB-an",676,Found,1937,44,-89.25,"(44.000000, -89.250000)"
Mount Ouray,16784,Valid,"Iron, IID",900,Found,1898,38.41667,-106.21667,"(38.416670, -106.216670)"
Mount Vernon,16806,Valid,"Pallasite, PMG",159000,Found,1868,36.93333,-87.4,"(36.933330, -87.400000)"
Mud Dry Lake,16840,Valid,H3,18255,Found,2002,37.8594,-117.02097,"(37.859400, -117.020970)"
Mulberry Draw,16845,Valid,L5,9716,Found,1963,35.63333,-100.13333,"(35.633330, -100.133330)"
Muleshoe,16846,Valid,H4/6,3600,Found,1972,34.12167,-102.695,"(34.121670, -102.695000)"
Murfreesboro,16877,Valid,"Iron, ungrouped",8600,Found,1847,35.83333,-86.41667,"(35.833330, -86.416670)"
Muroc,16879,Valid,L,18.4,Found,1936,34.91667,-117.83333,"(34.916670, -117.833330)"
Muroc Dry Lake,16880,Valid,L6,223,Found,1936,34.91667,-117.83333,"(34.916670, -117.833330)"
Murphy,16881,Valid,"Iron, IIAB",7700,Found,1899,35.1,-84.03333,"(35.100000, -84.033330)"
Myersville,16886,Valid,OC,5397,Found,1969,28.95,-97.40278,"(28.950000, -97.402780)"
Naruna (a),16916,Valid,H4,672.3,Found,1935,30.95,-98.26667,"(30.950000, -98.266670)"
Naruna (b),16917,Valid,H4,513.3,Found,1942,30.95,-98.28333,"(30.950000, -98.283330)"
Nashville (iron),16920,Valid,Iron,18000,Found,1934,35.96667,-77.96667,"(35.966670, -77.966670)"
Nashville (stone),16921,Valid,L6,25000,Found,1939,37.45,-98.41667,"(37.450000, -98.416670)"
Navajo,16926,Valid,"Iron, IIAB",2184000,Found,1921,35.33333,-109.5,"(35.333330, -109.500000)"
Naviska,48657,Valid,"Iron, IAB complex",147,Found,2004,32.5,-111.28,"(32.500000, -111.280000)"
Nazareth (a),16928,Valid,L6,44,Found,1938,34.5,-102.25,"(34.500000, -102.250000)"
Nazareth (b),16929,Valid,L6,3600,Found,1967,34.5,-102.25,"(34.500000, -102.250000)"
Nazareth (c),16930,Valid,H5,222,Found,1970,34.58333,-102.08333,"(34.583330, -102.083330)"
Nazareth (d),16931,Valid,H6,1500,Found,1968,34.58333,-102.08333,"(34.583330, -102.083330)"
Nazareth (e),16932,Valid,H6,13100,Found,1977,34.58333,-102.05,"(34.583330, -102.050000)"
Nazareth (iron),16933,Valid,"Iron, IIIAB",11310,Found,1968,34.52667,-102.105,"(34.526670, -102.105000)"
Needles,16936,Valid,"Iron, IID",45300,Found,1962,34.44417,-114.8325,"(34.444170, -114.832500)"
Needmore,16937,Valid,OC,1793,Found,1976,34.04472,-102.79917,"(34.044720, -102.799170)"
Neenach,16938,Valid,L6,13800,Found,1948,34.8,-118.5,"(34.800000, -118.500000)"
Nelson County,16942,Valid,"Iron, IIIF",73030,Found,1856,37.75,-85.5,"(37.750000, -85.500000)"
Ness County (1894),16946,Valid,L6,82000,Found,1894,38.5,-99.6,"(38.500000, -99.600000)"
Ness County (1938),16947,Valid,H4,652,Found,1938,38.48333,-99.91667,"(38.483330, -99.916670)"
New Almelo,16951,Valid,L5,8000,Found,1917,39.66667,-100,"(39.666670, -100.000000)"
New Baltimore,16952,Valid,"Iron, ungrouped",20000,Found,1922,40,-78.85,"(40.000000, -78.850000)"
New Deal,52094,Valid,H6,266,Found,2010,33.721,-101.8389,"(33.721000, -101.838900)"
New Leipzig,16955,Valid,"Iron, IAB-MG",20000,Found,1936,46.36667,-101.95,"(46.366670, -101.950000)"
New Lynn,16956,Valid,L6,800,Found,1986,33.17,-101.63833,"(33.170000, -101.638330)"
New Mexico,16957,Valid,Iron,130,Found,1935,34.5,-107,"(34.500000, -107.000000)"
New Moore (a),16958,Valid,OC,100.3,Found,1972,33.11667,-102.11667,"(33.116670, -102.116670)"
New Moore (b),16959,Valid,OC,200,Found,1975,33.11833,-102.11333,"(33.118330, -102.113330)"
New Raymer,30758,Valid,LL4,3400,Found,1995,40.62583,-103.84033,"(40.625830, -103.840330)"
New Westville,16961,Valid,"Iron, IVA",4800,Found,1941,39.8,-84.81667,"(39.800000, -84.816670)"
Newport,16962,Valid,"Pallasite, PMG",5600,Found,1923,35.6,-91.26667,"(35.600000, -91.266670)"
Newsom,16963,Valid,L6,892,Found,1939,37.6,-105.83333,"(37.600000, -105.833330)"
Niagara,16969,Valid,"Iron, IAB-sLL",115,Found,1879,48,-97.93333,"(48.000000, -97.933330)"
Norcateur,16991,Valid,L6,3200,Found,1940,39.81667,-100.2,"(39.816670, -100.200000)"
Nordheim,16992,Valid,"Iron, ungrouped",15150,Found,1932,28.86667,-97.61667,"(28.866670, -97.616670)"
Norfolk,16993,Valid,"Iron, IIIAB",23000,Found,1907,36.9,-76.3,"(36.900000, -76.300000)"
Norristown,16997,Valid,"Iron, IIIAB",4200,Found,1965,32.51667,-82.55,"(32.516670, -82.550000)"
Northampton,17009,Valid,Iron,353,Found,1963,42.31667,-72.63333,"(42.316670, -72.633330)"
Northbranch,17010,Valid,H5,76000,Found,1972,39.99167,-98.34167,"(39.991670, -98.341670)"
Nuevo Laredo,17937,Valid,Eucrite-mmict,500,Found,1950,27.5,-99.5,"(27.500000, -99.500000)"
Ocate,48976,Valid,"Iron, IAB-MG",6400,Found,1986,36.29533,-105.04833,"(36.295330, -105.048330)"
Oakley (iron),17972,Valid,"Iron, IIIF",111000,Found,1926,42.33333,-113.7,"(42.333330, -113.700000)"
Oakley (stone),17973,Valid,H6,27700,Found,1895,38.95,-101.01667,"(38.950000, -101.016670)"
Oasis State Park,17974,Valid,OC,606,Found,1968,34.22833,-103.35833,"(34.228330, -103.358330)"
Oberlin,17975,Valid,LL5,2500,Found,1911,39.8,-100.51667,"(39.800000, -100.516670)"
Ocotillo,17980,Valid,"Iron, IAB-MG",28570,Found,1990,32.83333,-116.06667,"(32.833330, -116.066670)"
Octave Mine,35633,Valid,H5,1304.2,Found,2004,34.13228,-112.70225,"(34.132280, -112.702250)"
Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000,Found,1922,31.71667,-102.4,"(31.716670, -102.400000)"
O'Donnell,17987,Valid,H5,12700,Found,1992,32.91217,-101.91867,"(32.912170, -101.918670)"
Ogallala,17992,Valid,"Iron, IAB-sLL",3300,Found,1918,41.16667,-101.66667,"(41.166670, -101.666670)"
Okechobee,18001,Valid,L4,1000,Found,1916,26.68333,-80.8,"(26.683330, -80.800000)"
Oktibbeha County,18003,Valid,"Iron, IAB-ung",156,Found,1854,33.5,-89,"(33.500000, -89.000000)"
Old Dominion Mine,18004,Valid,H4,42,Found,2000,34.85958,-116.22113,"(34.859580, -116.221130)"
Old Woman,18007,Valid,"Iron, IIAB",2753000,Found,1976,34.46667,-115.23333,"(34.466670, -115.233330)"
Oldman Mountain,56392,Valid,H5,198.96,Found,2008,33.67248,-114.2917,"(33.672480, -114.291700)"
Oliver,18014,Valid,L6,6690,Found,1984,41.2,-103.68333,"(41.200000, -103.683330)"
Olton,18016,Valid,H3.5,953,Found,1948,34.16722,-102.13361,"(34.167220, -102.133610)"
Oro Grande,18031,Valid,H5,513,Found,1971,32.37167,-106.25833,"(32.371670, -106.258330)"
Oroville,18032,Valid,"Iron, IIIAB",24500,Found,1893,39.68333,-121.63333,"(39.683330, -121.633330)"
Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600,Found,1895,33.63333,-106.38333,"(33.633330, -106.383330)"
Oshkosh,18036,Valid,H,144.8,Found,1961,44.07694,-88.56278,"(44.076940, -88.562780)"
Osseo,18037,Valid,"Iron, IAB complex",46300,Found,1931,47.63333,-80.08333,"(47.633330, -80.083330)"
Otis,18044,Valid,L6,2600,Found,1940,38.53333,-99.05,"(38.533330, -99.050000)"
Otto,18047,Valid,H5,28,Found,1970,35.16667,-105.98333,"(35.166670, -105.983330)"
Overland Park,18056,Valid,H4,1374,Found,1998,38.96667,-94.66667,"(38.966670, -94.666670)"
Ovid,18057,Valid,H6,6169,Found,1939,40.96667,-102.4,"(40.966670, -102.400000)"
Ovid (b),31283,Valid,H5,860,Found,1943,40.75833,-102.375,"(40.758330, -102.375000)"
Owasco,18060,Valid,L6,168400,Found,1984,41.2,-103.68333,"(41.200000, -103.683330)"
Owens Valley,18061,Valid,"Iron, IIIAB",192800,Found,1913,37.46667,-118,"(37.466670, -118.000000)"
Oxford,18063,Valid,H5,6000,Found,1985,40.16667,-99.66667,"(40.166670, -99.666670)"
Ozona,18066,Valid,H6,127500,Found,1929,30.73333,-101.3,"(30.733330, -101.300000)"
Page City,18070,Valid,"Iron, IVA",13630,Found,1980,39.16667,-101.28333,"(39.166670, -101.283330)"
Palmersville,18078,Valid,H5,9979,Found,1908,36.4665,-88.60283,"(36.466500, -88.602830)"
Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482,Found,1954,36.5,-104.5,"(36.500000, -104.500000)"
Palo Verde Mine,31284,Valid,L6,9158,Found,2004,34.71457,-114.19142,"(34.714570, -114.191420)"
Paloduro,18081,Valid,"Iron, IIIE",3000,Found,1935,34.9,-101.21667,"(34.900000, -101.216670)"
Panhandle,18096,Valid,H5,1360,Found,1969,35.33333,-101.38333,"(35.333330, -101.383330)"
Park,18104,Valid,L6,13000,Found,1969,39.11,-100.36167,"(39.110000, -100.361670)"
Parma Canyon,18107,Valid,Iron,2150,Found,1940,43.8,-117,"(43.800000, -117.000000)"
Patricia,18115,Valid,H5,14900,Found,1983,32.5,-102.03333,"(32.500000, -102.033330)"
Paulding County,18172,Valid,Iron,725,Found,1901,34,-84.8,"(34.000000, -84.800000)"
Paymaster Mine,44796,Valid,L5,159,Found,2004,33.18667,-114.91783,"(33.186670, -114.917830)"
Payson,18178,Valid,L6,1728,Found,2001,34.23333,-111.4,"(34.233330, -111.400000)"
Peck's Spring,18182,Valid,L5,1600,Found,1926,32,-102,"(32.000000, -102.000000)"
Pedernales,34062,Valid,"Iron, IAB complex",691,Found,1980,30.33333,-98.95,"(30.333330, -98.950000)"
Peetz,18783,Valid,L6,11500,Found,1937,40.95,-103.08333,"(40.950000, -103.083330)"
Pelona Mountain,18785,Valid,H5,618,Found,1999,33.66667,-108.1,"(33.666670, -108.100000)"
Penokee,18788,Valid,H5,3580,Found,1947,39.35,-99.91667,"(39.350000, -99.916670)"
Pep,18791,Valid,OC,591,Found,1966,33.73,-102.57667,"(33.730000, -102.576670)"
Perryton,18794,Valid,LL6,2114,Found,1975,36.35333,-100.73167,"(36.353330, -100.731670)"
Perryville,18795,Valid,"Iron, IIC",17500,Found,1906,37.73333,-89.85,"(37.733330, -89.850000)"
Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000,Found,1893,35.05,-84.23333,"(35.050000, -84.233330)"
Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360,Found,1935,40.45,-102.38333,"(40.450000, -102.383330)"
Picacho,18814,Valid,"Iron, IIIAB",22000,Found,1952,33.2,-105,"(33.200000, -105.000000)"
Pickens County,18815,Valid,H6,400,Found,1908,34.5,-84.5,"(34.500000, -84.500000)"
Pierceville (iron),18819,Valid,"Iron, IIIAB",100000,Found,1917,37.86667,-100.66667,"(37.866670, -100.666670)"
Pierceville (stone),18820,Valid,L6,2125,Found,1939,37.86667,-100.66667,"(37.866670, -100.666670)"
Pima County,18823,Valid,"Iron, IIAB",210,Found,1947,32.2,-111,"(32.200000, -111.000000)"
Pine Bluffs,18824,Valid,H,2700,Found,1935,41.18333,-104.06667,"(41.183330, -104.066670)"
Pine River,18826,Valid,"Iron, IAB-sLL",3600,Found,1931,44.21667,-89.1,"(44.216670, -89.100000)"
Pi̱on,18828,Valid,"Iron, ungrouped",17850,Found,1928,32.66667,-105.1,"(32.666670, -105.100000)"
Pinto Mountains,18829,Valid,L6,17900,Found,1954,34,-115.78333,"(34.000000, -115.783330)"
Pipe Creek,18830,Valid,H6,13600,Found,1887,29.68333,-98.91667,"(29.683330, -98.916670)"
Pittsburg,18838,Valid,"Iron, IAB-MG",600,Found,1850,40.43333,-80,"(40.433330, -80.000000)"
Plains,18839,Valid,H5,34300,Found,1964,33.28333,-102.76667,"(33.283330, -102.766670)"
Plains (d),18840,Valid,H4,280,Found,1991,33.26667,-102.9,"(33.266670, -102.900000)"
Plainview (1917),18841,Valid,H5,700000,Found,1917,34.11667,-101.78333,"(34.116670, -101.783330)"
Plainview (1950),18842,Valid,H,2200,Found,1950,34.11667,-101.78333,"(34.116670, -101.783330)"
Plainview (c),18843,Valid,OC,631,Found,1963,34.125,-101.75667,"(34.125000, -101.756670)"
Plainview (d),18844,Valid,L6,700,Found,1979,34.1875,-101.70417,"(34.187500, -101.704170)"
Plainview (e),54437,Valid,H5,1250,Found,2010,34.18513,-101.70558,"(34.185130, -101.705580)"
Pleasanton,18848,Valid,H5,2300,Found,1935,38.18333,-94.71667,"(38.183330, -94.716670)"
Plymouth,18850,Valid,"Iron, IIIAB",14000,Found,1893,41.33333,-86.31667,"(41.333330, -86.316670)"
Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000,Found,1956,36.5,-104.5,"(36.500000, -104.500000)"
Point of Rocks (stone),18856,Valid,L6,800,Found,1954,36.5,-104.5,"(36.500000, -104.500000)"
Poison Spring,18857,Valid,Iron,524,Found,1971,38.17,-110.36667,"(38.170000, -110.366670)"
Pony Creek,18866,Valid,H4,4642,Found,1947,31.66333,-99.95,"(31.663330, -99.950000)"
Portales (a),18871,Valid,H4,3240,Found,1967,34.06667,-103.5,"(34.066670, -103.500000)"
Portales (b),18872,Valid,L6,595.8,Found,1967,34.06667,-103.5,"(34.066670, -103.500000)"
Portales (c),18873,Valid,H4,6000,Found,1967,34.1,-103.41667,"(34.100000, -103.416670)"
Portis,18875,Valid,L,30,Found,1959,39.56667,-98.68333,"(39.566670, -98.683330)"
Post,18877,Valid,L,2000,Found,1965,33.11667,-101.38333,"(33.116670, -101.383330)"
Potter,18878,Valid,L6,261000,Found,1941,41.23333,-103.3,"(41.233330, -103.300000)"
Powell Peak 001,54561,Valid,H6,42.8,Found,2011,34.68222,-114.33046,"(34.682220, -114.330460)"
Powell Peak 002,54526,Valid,L4,1062,Found,2008,34.7049,-114.34572,"(34.704900, -114.345720)"
Powellsville,18880,Valid,H5,4310,Found,1990,38.66667,-82.78333,"(38.666670, -82.783330)"
Prairie Dog Creek,18882,Valid,H3.7,2900,Found,1893,39.63333,-100.5,"(39.633330, -100.500000)"
Primm,18889,Valid,H5,3383,Found,1997,35.66667,-115.36667,"(35.666670, -115.366670)"
Providence,18893,Valid,"Iron, IIIAB",6804,Found,1903,38.56667,-85.23333,"(38.566670, -85.233330)"
Puente del Zacate,18894,Valid,"Iron, IIIAB",30790,Found,1904,27.86667,-101.5,"(27.866670, -101.500000)"
Puente-Ladron,18895,Valid,L,7.7,Found,1944,34.4,-106.85,"(34.400000, -106.850000)"
Puerto Libertad,18897,Valid,L,66,Found,1973,29.9,-112.68333,"(29.900000, -112.683330)"
Purmela,32771,Valid,"Iron, IIF",4500,Found,1977,29.5,-98.05,"(29.500000, -98.050000)"
Putnam County,18906,Valid,"Iron, IVA",32700,Found,1839,33.25,-83.25,"(33.250000, -83.250000)"
Quartz Mountain,18910,Valid,"Iron, IIIAB",4832,Found,1935,37.2,-116.7,"(37.200000, -116.700000)"
Quartzsite,35634,Valid,L4,69.7,Found,2002,33.68085,-114.1958,"(33.680850, -114.195800)"
Quinn Canyon,22364,Valid,"Iron, IIIAB",1450000,Found,1908,38.08333,-115.53333,"(38.083330, -115.533330)"
Rabbit Dry Lake,22366,Valid,L6,20,Found,2000,34.44567,-117.01083,"(34.445670, -117.010830)"
Ragged Top,22370,Valid,H4,122.7,Found,1997,32.44667,-111.34667,"(32.446670, -111.346670)"
Ragland,22372,Valid,LL3.4,12100,Found,1982,34.76778,-103.55,"(34.767780, -103.550000)"
Ragland Hill,56382,Valid,H5,11800,Found,1980,34.78333,-103.66667,"(34.783330, -103.666670)"
Randsburg,44798,Valid,L5,112.9,Found,2005,35.4005,-117.66617,"(35.400500, -117.666170)"
Ransom,22393,Valid,H4,15000,Found,1938,38.61667,-99.93333,"(38.616670, -99.933330)"
Reager,22401,Valid,L6,230,Found,1948,39.78333,-100,"(39.783330, -100.000000)"
Red Dry Lake 002,22539,Valid,H6,21.5,Found,2001,35.65306,-114.02437,"(35.653060, -114.024370)"
Red Dry Lake 003,22540,Valid,H6,94,Found,2001,35.64552,-114.03069,"(35.645520, -114.030690)"
Red Dry Lake 004,22541,Valid,H6,13.5,Found,2001,35.6464,-114.02849,"(35.646400, -114.028490)"
Red Dry Lake 005,22542,Valid,H6,12,Found,2001,35.64645,-114.02853,"(35.646450, -114.028530)"
Red Dry Lake 006,22543,Valid,H4,40,Found,2001,35.62705,-114.04336,"(35.627050, -114.043360)"
Red Dry Lake 009,22544,Valid,H3.6,13,Found,2001,35.62723,-114.04323,"(35.627230, -114.043230)"
Red Dry Lake 022,22545,Valid,H6,17,Found,2002,35.66185,-114.0271,"(35.661850, -114.027100)"
Red Dry Lake 023,22546,Valid,L5,5.9,Found,2002,35.66375,-114.02698,"(35.663750, -114.026980)"
Red Dry Lake 024,31306,Valid,L5,17.9,Found,2003,35.69732,-114.032,"(35.697320, -114.032000)"
Red Dry Lake 025,31307,Valid,L5/6,6.55,Found,2003,35.67947,-114.04338,"(35.679470, -114.043380)"
